"uniqueid","date","variable","parameter","unit","level","leaf.area.missing","tree","HHMMSS","Obs","YYYYMMDD","DOY","EBal.","Area","StmRat","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","PARi","PARo","Press","CsMch","HsMch","StableF","BLCslope","BLCoffst","f_parin","f_parout","alphaK","Status","n","FTime","CsMchSD","HsMchSD","CrMchSD","HrMchSD","BLC_1","fda","Photo","Trans","Tair_K","Twall_K","R.W.m2.","Tl.Ta","CTleaf","SVTleaf","h2o_i","h2odiff","CTair","SVTair","CndTotal","vp_kPa","VpdA","BLCond","Cond","CndCO2","Ci","Ci_Pa","Ci.Ca","RHsfc","C2sfc","AHs.Cs","Trmmol","VpdL","Site","Date","Time","Initials","Taxon","Notes","Plot","DatePhoto","Tag","TimeStart","index","DateSampled","DateMeasured","Treatment","Chamber","curveID","Campaign","chamber_leaf_area"
"062216-stm-vaoc3",NA,NA,NA,NA,NA,FALSE,NA,"12:55:31",10.5,NA,NA,0,6,1,21.539,22.351,21.32,399.846,386.099,7.208,11.6132,20.426,32.91,499.4,1699,5,73.11,2.03,0.544,1,-0.22,2.74,1,0,0.16,111115,75,23,NA,NA,NA,NA,1.42,0.832333333333333,10.0097841335231,0.00370967601042548,295.501,294.689,271.84,1.18006122996694,22.351,2.71084411293568,37.0789784288836,25.4657784288836,21.945,2.6446192810056,0.142126428231727,0.849041052,1.7955782290056,2.84,0.149613778426772,0.0894726751369744,260.812648994225,19.0680127679678,0.675507161587658,33.1291790670146,381.340827964699,0.00869605091952942,3.70967601042548,1.86180306093568,"CBT","2016-06-22",NA,NA,"Valerium","Incomplete; Beatle stopped controlling temperautre during measurement",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"RMBL_2016",6
"062716-stm-shrub3",NA,"Coolers:","Tblock","C",15,TRUE,NA,"17:21:55",66.5,NA,NA,0,6,1,16.506,20.193,15.095,400.53,385.012,4.9807,8.5137,19.376,33.123,300.93,1700,6,73.312,2.78,0.0666,0.82,-0.22,2.74,1,0,0.16,111115,17,1340.75,NA,NA,NA,NA,1.42,0.50155,7.0949621766441,0.00178719140956474,293.343,289.656,272,1.83424437414654,20.193,2.3748304041816,32.3934805114647,23.8797805114647,18.3495,2.11725157389707,0.0733113713952912,0.624156341,1.49309523289707,2.84,0.075253976681148,0.0459902659817836,219.004298834847,16.0556437046178,0.568824836225377,26.6859753083114,381.639394739976,0.0049611484293474,1.78719140956474,1.7506740631816,"CBT","2016-06-27",NA,NA,"CBT shrub","bad",NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"RMBL_2016",6
"plipo4",NA,"Coolers:","Tblock","C",22,FALSE,NA,"16:11:01",55.5,NA,NA,0,6,1,21.59,21.012,22.12,399.693,395.562,11.8387,12.7195,32.096,34.485,499.87,1501,258.2,70.167,-3.77,0.253,0.7,-0.22,2.74,1,0,0.16,111115,15,798.4,NA,NA,NA,NA,1.42,4.26528113420043,16.114710008284,0.00380525964174546,294.162,294.74,240.16,0.937467284291128,21.012,2.49777373938348,35.5975566687543,22.8780566687543,21.301,2.54247650144313,0.162309396780651,0.892489164,1.64998733744313,2.84,0.172147939583485,0.102283689719496,226.421269628781,15.8872791287396,0.57245031071751,37.9043087875983,387.9018385524,0.0157485289523382,3.80525964174546,1.60528457538348,"Pfeiler","2015-06-28",NA,NA,"Ligusticum porteri","Lots of psyn oscillation.  So cleaned gaskets and restarted.",NA,NA,NA,"1899-12-31 02:10:00",NA,NA,NA,NA,NA,307,"RMBL_2015",1.171950885
"rcup4",NA,"Coolers:","Tblock","C",25,FALSE,NA,"10:24:42",70.5,NA,NA,0,6,1,24.219,22.754,25.05,399.831,382.32,8.1647,14.7095,19.76,35.601,499.92,1499,12,73.44,-2.61,0.169,1,-0.22,2.74,1,0,0.16,111115,15,2114.25,NA,NA,NA,NA,1.42,0.8332,12.4742018829486,0.00553453768378473,295.904,297.369,239.84,0.145510658449509,22.754,2.77801035051841,37.8269383240524,23.1174383240524,23.4865,2.90382814146019,0.233120814880686,1.08026568,1.82356246146019,2.84,0.253967705995384,0.147440258853411,285.186521709634,20.9440981543555,0.745936677984373,42.3894898640083,376.390361780993,0.0140485767237217,5.53453768378473,1.69774467051841,"Road","2015-06-27",NA,NA,"Veratrum californicum",NA,NA,NA,NA,"1899-12-31 08:43:00",NA,NA,NA,NA,NA,318,"RMBL_2015",6
"rpoga2",NA,"Coolers:","Tblock","C",20,FALSE,NA,"13:55:23",40.5,NA,NA,0,6,1,20.774,22.029,19.95,400.003,377.828,5.4423,11.9209,16.202,35.486,499.86,1499,182,73.27,-0.212,0.281,1,-0.22,2.74,1,0,0.16,111115,15,1158.75,NA,NA,NA,NA,1.42,0.960002477592278,18.9098125900288,0.00629450814981104,295.179,293.924,239.84,-0.61339181612413,22.029,2.65820479034502,36.2795795051865,24.3586795051865,21.4015,2.55818552362341,0.252182298291888,0.873444343,1.68474118062341,2.84,0.276757514808826,0.159651820769028,247.064952520758,18.1024490711959,0.653908576356391,37.3095469328925,368.839180635022,0.0191280492529903,6.29450814981104,1.78476044734502,"Road","2015-06-26",NA,NA,"Potentilla gracilis","Restarted with cold H2O.  Machine accidentally shut down and restarted between 20 and 25 °C measurements.",NA,NA,NA,"1899-12-31 12:34:00",NA,NA,NA,NA,NA,320,"RMBL_2015",5.206861562
"pbcup3",NA,"Coolers:","Tblock","C",25,FALSE,NA,"12:21:24",70.5,NA,NA,0,6,1,24.165,23.859,25.04,399.304,384.385,11.337,15.6083,25.659,35.326,499.84,1499.7,268.5,68.46,-2.77,0.186,1,-0.22,2.74,1,0,0.16,111115,15,853.75,NA,NA,NA,NA,1.42,0.833066666666667,11.0390873374739,0.00361469674257921,297.009,297.315,239.952,0.996745831752129,23.859,2.96970254792301,43.3786524674702,27.7703524674702,24.012,2.99713491145666,0.126325047116415,1.068544218,1.92859069345666,2.84,0.132205643938216,0.0794612373437044,231.453579829808,15.8453120751487,0.602139941928896,36.9701791528328,379.137546512116,0.0107643810915252,3.61469674257921,1.90115832992301,"Painter Boy","2015-07-01",NA,NA,"Veratrum californicum",NA,NA,NA,NA,"1899-12-31 10:45:00",NA,NA,NA,NA,NA,293,"RMBL_2015",6
"pcup3",NA,"Coolers:","Tblock","C",25,FALSE,NA,"12:59:35",70.5,NA,NA,0,6,1,23.686,21.366,25.04,400.165,381.179,8.8563,14.8274,21.165,35.436,499.9,1501,35,70.24,-2.15,0.146,0.7,-0.22,2.74,1,0,0.16,111115,15,1036.25,NA,NA,NA,NA,1.42,0.833166666666666,13.8936265266807,0.00504979685707919,294.516,296.836,240.16,0.515578875944926,21.366,2.55262664001405,36.3414954443914,21.5140954443914,22.526,2.73983402827927,0.228715178212647,1.041476576,1.69835745227927,2.84,0.248747720434499,0.144621222932538,273.677024722618,19.2230742165167,0.717974996017644,44.1385812270945,374.57463527781,0.0163717791453436,5.04979685707919,1.51115006401405,"Pfeiler","2015-06-29",NA,NA,"Veratrum californicum","Not yet flowering.",NA,NA,NA,"1899-12-31 11:04:00",NA,NA,NA,NA,NA,299,"RMBL_2015",6
"062316-stm-bro2",NA,"Coolers:","Tblock","C",25,FALSE,NA,"17:57:37",85.5,NA,NA,0,6,1,24.41,23.55,25.045,400.308,385.471,11.4109,15.1314,27.179,36.042,200.2,1700,2,73.12,-2.09,0.0333,1,-0.22,2.74,1,0,0.16,111115,15,2781.25,NA,NA,NA,NA,1.42,0.914572864321608,12.2377359057766,0.00345494652013988,296.7,297.56,272,1.53553716935542,23.55,2.91496627089644,39.8655124575552,24.7341124575552,23.98,2.99137820999021,0.135842386328123,1.106407968,1.88497024199021,2.84,0.142666380626483,0.0854893009935137,229.88735068082,16.8093630817816,0.596380332260951,39.2533487511663,379.653766382817,0.0126529181042254,3.45494652013988,1.80855830289644,"CBT","2016-06-24",NA,NA,"Bromus","not perfect",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"RMBL_2016",2.189
"abasa4",NA,"Coolers:","Tblock","C",27,FALSE,NA,"08:51:54",85.5,NA,NA,0,6,1,25.21,21.742,27.027,399.784,380.228,10.7334,15.305,25.46,36.302,499.95,1500,40,76.362,-5.48,0.13,1,-0.22,2.74,1,0,0.16,111115,15,2226.25,NA,NA,NA,NA,1.42,0.83325,14.8241254672029,0.00386849314731586,294.892,298.36,240,1.28993432125469,21.742,2.61204131059546,34.206036340309,18.901036340309,23.476,2.90198998072003,0.199604248984432,1.168720404,1.73326957672003,2.84,0.214693606404927,0.126025922254766,252.883361101772,19.3106791712993,0.665083386378504,47.3231226021237,373.18132064059,0.0187984850145734,3.86849314731586,1.44332090659546,"Almont","2015-06-23",NA,NA,"Balsamorhiza sagittata",NA,NA,NA,NA,"1899-12-31 07:00:00",NA,NA,NA,NA,NA,161,"RMBL_2015",6
"062416-stm-shrub2",NA,"Coolers:","Tblock","C",25,FALSE,NA,"18:20:11",70.5,NA,NA,0,6,1,24.72,24.057,25.04,400.359,382.779,11.1602,15.5477,26.015,36.241,300.1,1700,8,72.9,-2.8,0.0228,1,-0.22,2.74,1,0,0.16,111115,15,2303.75,NA,NA,NA,NA,1.42,0.711305996681678,11.2912950410117,0.00317014350139097,297.207,297.87,272,1.65742315344619,24.057,3.00524469592442,41.2242070771525,25.6765070771526,24.3885,3.06558595144012,0.119960105351567,1.13342733,1.93215862144012,2.84,0.125250627437362,0.0754330899855136,220.417715119827,16.0684514322354,0.575835255352325,38.6030547144914,377.411659047406,0.0115491667680688,3.17014350139097,1.87181736592442,"CBT","2016-06-25",NA,NA,"CBT shrub","ok",NA,NA,NA,NA,NA,NA,NA,NA,NA,13,"RMBL_2016",4.219
"plipo7",NA,"Coolers:","Tblock","C",24,FALSE,NA,"13:56:43",70.5,NA,NA,0,6,1,23.061,21.016,24.071,399.631,388.151,11.6786,14.502,28.974,35.978,499.92,1499,332,70.22,-3.43,0.198,1,-0.22,2.74,1,0,0.16,111115,15,2203.25,NA,NA,NA,NA,1.42,1.68469978580228,17.4669128090011,0.00482657728874806,294.166,296.211,239.84,0.591431429708791,21.016,2.49838876258304,35.5794469180153,21.0774469180153,22.0385,2.65974454000041,0.223257893749518,1.01833044,1.64141410000041,2.84,0.242306085377062,0.141131033216376,253.41712845145,17.7949507598608,0.652882789340287,44.0146201195138,379.848066094313,0.0202396461359195,4.82657728874806,1.48005832258304,"Pfeiler","2015-06-29",NA,NA,"Ligusticum porteri",NA,NA,NA,NA,"1899-12-31 12:15:00",NA,NA,NA,NA,NA,310,"RMBL_2015",2.967412973
"pbchan1",NA,"Coolers:","Tblock","C",28,FALSE,NA,"10:28:29",85.5,NA,NA,0,6,1,26.006,22.198,27.99,400.383,378.381,11.4866,17.5078,23.29,35.499,499.99,1499,28,68.43,-1.78,0.126,1,-0.22,2.74,1,0,0.16,111115,15,3246.25,NA,NA,NA,NA,1.42,0.861566411205795,16.9582921420579,0.00528010665907804,295.348,299.156,239.84,0.595649616113409,22.198,2.68571931418349,39.2476883557429,21.7398883557429,24.102,3.01337451467093,0.23598420117997,1.198058754,1.81531576067093,2.84,0.257369846981771,0.149273137512913,253.597890941903,17.3537036771544,0.67021832154112,47.7277736810597,370.319840002895,0.021856278155684,5.28010665907804,1.48766056018349,"Painter Boy","2015-07-02",NA,NA,"Chamerion angustifolium","Not yet flowering. Leaf filled basically the entire chamber, even though I cut into pieces (didn't entirely fill but difference likely negligable).",NA,NA,NA,"1899-12-31 08:30:00",NA,NA,NA,NA,NA,288,"RMBL_2015",5.80326709
"pbvaoc2",NA,"Coolers:","Tblock","C",27,FALSE,NA,"13:59:27",70.5,NA,NA,0,6,1,25.57,23.061,26.99,399.759,380.538,11.1063,16.9001,23.102,35.155,500.76,1500,16.6,68.42,-2.68,0.181,1,-0.22,2.74,1,0,0.16,111115,15,2169.25,NA,NA,NA,NA,1.42,0.8346,14.1701202743077,0.00491863086112761,296.211,298.72,240,0.612288463678896,23.061,2.83015032392386,41.3643718784546,24.4642718784546,24.3155,3.0522085610843,0.19519675211882,1.156304842,1.8959037190843,2.84,0.209603043743769,0.123215353191415,252.892008072309,17.3028711923074,0.664564449442952,43.2689796294021,373.802203390734,0.0164024253651244,4.91863086112761,1.67384548192386,"Painter Boy","2015-07-01",NA,NA,"Valeriana occidentalis","Not yet flowering.",NA,NA,NA,"1899-12-31 12:15:00",NA,NA,NA,NA,NA,295,"RMBL_2015",6
"rcup2",NA,"Coolers:","Tblock","C",18,FALSE,NA,"11:34:41",25.5,NA,NA,0,6,1,19.033,20.941,18.01,400.957,382.92,4.0044,10.9195,13.283,36.221,499.85,1501,261,73.3,-0.45,0.255,1,-0.22,2.74,1,0,0.16,111115,15,1285.25,NA,NA,NA,NA,1.42,0.833083333333333,12.7960201520229,0.00582445487431784,294.091,292.183,240.16,-0.44561696372161,20.941,2.48689662334738,33.9276483403463,23.0081483403463,19.987,2.34472468695292,0.247471069786165,0.80039935,1.54432533695292,2.84,0.271093552635342,0.156631391466857,288.73677913497,21.1644059105933,0.754039462819627,36.6739418937771,376.837384786891,0.0124531317492478,5.82445487431784,1.68649727334738,"Road","2015-06-26",NA,NA,"Veratrum californicum",NA,NA,NA,NA,"1899-12-31 10:10:00",NA,NA,NA,NA,NA,316,"RMBL_2015",6
"pdeba1",NA,"Coolers:","Tblock","C",18,FALSE,NA,"14:41:37",40.5,NA,NA,0,6,1,18.604,20.009,18,399.609,379.581,6.4513,11.2055,21.083,36.62,499.88,1499,287.9,70.3,-1.75,0.312,1,-0.22,2.74,1,0,0.16,111115,15,1659.25,NA,NA,NA,NA,1.42,1.1570289215109,21.061339643448,0.00556308419265476,293.159,291.754,239.84,-0.246129021802948,20.009,2.34792152259815,33.3985991834729,22.1930991834729,19.3065,2.24771324338094,0.245076947304985,0.78774665,1.45996659338094,2.84,0.268223190206928,0.155097049985142,232.803763617641,16.3661045823201,0.613317712218154,37.9000704036302,369.569447704699,0.0215988159287863,5.56308419265476,1.56017487259815,"Pfeiler","2015-06-27",NA,NA,"Delphinium barbeyi",NA,NA,NA,NA,"1899-12-31 01:10:00",NA,NA,NA,NA,NA,300,"RMBL_2015",4.320376014
"rartr2",NA,"Coolers:","Tblock","C",18,FALSE,NA,"11:05:52",25.5,NA,NA,0,6,1,19.05,20.525,18.01,400.889,393.333,9.2394,11.3634,30.597,37.629,499.86,1500,235,73.25,-3.65,0.288,1,-0.22,2.74,1,0,0.16,111115,15,1500.4,NA,NA,NA,NA,1.42,4.79689198710315,32.1917301035724,0.0103057017610655,293.675,292.2,240,-2.74675558356161,20.525,2.42399912438957,33.0921382169225,21.7287382169225,19.7875,2.3159110939208,0.463745406053255,0.83236905,1.4835420439208,2.84,0.55425080495188,0.296807955001499,273.300439846141,20.0192572187298,0.694832192048031,43.8116395006749,378.030593084569,0.0373085351540411,10.3057017610655,1.59163007438957,"Road","2015-06-24",NA,NA,"Artemisia tridentata",NA,NA,NA,NA,"1899-12-31 09:36:00",NA,NA,NA,NA,NA,312,"RMBL_2015",1.04204973
"abasa2",NA,"Coolers:","Tblock","C",18.25,FALSE,NA,"12:22:00",10.5,NA,NA,0,6,1,20.17,23.09,18.19,399.452,368.808,1.665,11.5055,5.343,36.926,499.8,1500,228,76.123,-1.31,0.288,1,-0.22,2.74,1,0,0.16,111115,15,1370.3,NA,NA,NA,NA,1.42,0.833,22.4680945417099,0.00829254639420739,296.24,293.32,240,-1.87589395594764,23.09,2.83511833798264,37.2439124608404,25.7384124608404,21.63,2.59421785655414,0.314332449670446,0.87583318,1.71838467655414,2.84,0.353452758944909,0.199634021029785,243.543395248431,18.5392542638189,0.660352767856678,37.0057003697767,358.127743791793,0.0232165092100764,8.29254639420739,1.95928515798264,"Almont","2015-06-22",NA,NA,"Balsamorhiza sagittata",NA,NA,NA,NA,"1899-12-31 10:55:00",NA,NA,NA,NA,NA,159,"RMBL_2015",6
"pcup1",NA,"Coolers:","Tblock","C",25,FALSE,NA,"10:24:24",70.5,NA,NA,0,6,1,24.368,23.323,25.05,401.238,385.523,10.6083,15.4201,24.362,35.412,499.99,1499.1,79.8,70.32,-2.66,0.231,1,-0.22,2.74,1,0,0.16,111115,15,2063.25,NA,NA,NA,NA,1.42,0.833316666666667,11.5255101025257,0.00407255233852572,296.473,297.518,239.856,0.855563480742553,23.323,2.8753207083836,40.889088572008,25.468988572008,23.8455,2.96729127661696,0.155400426918153,1.084341432,1.88294984461696,2.84,0.16439592137426,0.09789528973045,254.477634043463,17.8948672259363,0.66008408581946,39.4145612887738,380.044324423095,0.0119531658775974,4.07255233852572,1.7909792763836,"Pfeiler","2015-06-28",NA,NA,"Veratrum californicum","Not yet flowering.",NA,NA,NA,"1899-12-31 08:45:00",NA,NA,NA,NA,NA,297,"RMBL_2015",6
"rvaoc1",NA,"Coolers:","Tblock","C",17,FALSE,NA,"11:42:39",25.5,NA,NA,0,6,1,18.24,20.231,17.04,401.043,380.299,4.6299,10.5223,16.144,36.695,499.9,1501,17,73.33,-1.91,0.237,1,-0.22,2.74,1,0,0.16,111115,15,1882.75,NA,NA,NA,NA,1.42,0.833166666666666,15.3963336592634,0.00496155839941984,293.381,291.39,240.16,-0.00107830045780225,20.231,2.38039206127649,32.4613672613731,21.9390672613731,19.2355,2.23779704811028,0.221291718481237,0.771600259,1.46619678911028,2.84,0.239991984752738,0.139874059977554,258.889759047036,18.9843860309192,0.680753255570765,36.3122790040866,372.980320267604,0.0149894855988581,4.96155839941984,1.60879180227649,"Road","2015-06-25",NA,NA,"Valeriana occidentalis","not yet bolted/flowering. This is the ""ground"" leaf morphology before bolting with flower appearance. Entire chamber area filled.  *Measured right before LICOR went bad*",NA,NA,NA,"1899-12-31 10:06:00",NA,NA,NA,NA,NA,323,"RMBL_2015",6
"pcup2",NA,"Coolers:","Tblock","C",17,FALSE,NA,"13:33:03",40.5,NA,NA,0,6,1,17.755,20.01,17.03,401.074,383.777,5.8691,10.6212,20.22,36.591,489.73,1500,346,70.27,-1.23,0.317,0.73,-0.22,2.74,1,0,0.16,111215,15,2551.75,NA,NA,NA,NA,1.42,0.816216666666666,12.6135456407116,0.00392038239855619,293.16,290.905,240,0.511772588684811,20.01,2.34806664054592,33.4149230190113,22.7937230190113,18.8825,2.18906326420958,0.168206984790652,0.746351724,1.44271154020958,2.84,0.178796725740502,0.106032122943,253.044573089199,17.781442150978,0.659353088397378,34.3811765971566,377.781124431352,0.0114793533208501,3.92038239855619,1.60171491654592,"Pfeiler","2015-06-28",NA,NA,"Veratrum californicum","Not yet flowering.",NA,NA,NA,"1899-12-31 11:50:00",NA,NA,NA,NA,NA,298,"RMBL_2015",6
"062416-stm-shrub1",NA,"Coolers:","Tblock","C",20,FALSE,NA,"15:51:10",70.5,NA,NA,0,6,1,20.42,21.26,19.97,399.954,381.515,6.9804,11.4659,21.14,34.721,200.23,1700,17,72.94,-2.53,0.0675,1,-0.22,2.74,1,0,0.16,111115,15,4822.75,NA,NA,NA,NA,1.42,0.699860188745194,11.6931695786782,0.00317563447179818,294.41,293.57,272,1.46166168728956,21.26,2.53609187624959,34.7695623286207,23.3036623286206,20.84,2.47149584713232,0.133121609295628,0.836322746,1.63517310113232,2.84,0.139668400139811,0.0837654265474496,230.323062274003,16.7997641622658,0.603706439522984,34.606718220476,375.956627136896,0.0107635352730217,3.17563447179818,1.69976913024959,"CBT","2016-06-24",NA,NA,"CBT shrub","good",NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"RMBL_2016",2.861
"062316-stm-bro2",NA,"Coolers:","Tblock","C",30,FALSE,NA,"18:04:01",115.5,NA,NA,0,6,1,28.902,26.363,30.123,400.474,386.004,13.0099,17.2344,23.787,31.511,200.2,1699,2,73.12,-2.43,-0.00666,1,-0.22,2.74,1,0,0.16,111115,30,3166.35,NA,NA,NA,NA,1.42,0.914572864321608,11.7163456724168,0.00393136783556269,299.513,302.052,271.84,1.51644180637893,26.363,3.44742098044713,47.147442292767,29.913042292767,27.6325,3.7142949445454,0.127195832227472,1.260179328,2.4541156165454,2.84,0.133159691709263,0.0800125294461488,224.572626433323,16.4207504448046,0.581788491049309,37.3800341154268,380.434610331774,0.0115120494739295,3.93136783556269,2.18724165244713,"CBT","2016-06-24",NA,NA,"Bromus","not perfect",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"RMBL_2016",2.189
"062816-stm-shrub4",NA,"Coolers:","Tblock","C",30,FALSE,NA,"17:46:39",100.5,NA,NA,0,6,1,29.331,28.198,30.12,399.716,383.484,15.3791,20.207,27.451,36.071,300.04,1701,11,73.18,3.65,-0.155,1,-0.22,2.74,1,0,0.16,111115,15,3946.75,NA,NA,NA,NA,1.42,1.17294761532447,16.8228741009351,0.00577966355142421,301.348,302.481,272.16,0.362267118917907,28.198,3.83886383751694,52.4578277878783,32.2508277878783,28.7645,3.96729141118046,0.172698747447252,1.47874826,2.48854315118046,2.84,0.183880419868639,0.10888855140717,213.153065331675,15.598541320972,0.555832931667242,40.0820412781944,375.487211254837,0.0179578655285673,5.77966355142421,2.36011557751694,"CBT","2016-06-28",NA,NA,"CBT shrub","bad",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,"RMBL_2016",2.558
"pcup3",NA,"Coolers:","Tblock","C",30,FALSE,NA,"13:05:01",85.5,NA,NA,0,6,1,28.646,25.561,30.12,399.68,380.565,12.8882,19.7711,22.97,35.237,499.89,1499.6,68.9,70.23,-1.69,0.103,1,-0.22,2.74,1,0,0.16,111115,15,1363.25,NA,NA,NA,NA,1.42,0.83315,13.6992994950079,0.00585015202300821,298.711,301.796,239.936,0.212253457472517,25.561,3.28759314540322,46.8118061427199,27.0407061427199,27.1035,3.60097459557343,0.2091436634617,1.388524353,2.21245024257343,2.84,0.225769839161212,0.132113349312102,262.630686571158,18.4445531178924,0.690107346495407,44.6464012860484,374.053009042866,0.0163512775674075,5.85015202300821,1.89906879240322,"Pfeiler","2015-06-29",NA,NA,"Veratrum californicum","Not yet flowering.",NA,NA,NA,"1899-12-31 11:04:00",NA,NA,NA,NA,NA,299,"RMBL_2015",6
"plipo7",NA,"Coolers:","Tblock","C",37.21,FALSE,NA,"14:17:50",115.5,NA,NA,0,6,1,34.85,29.468,37.14,401.324,388.805,23.926,28.2535,29.989,35.413,499.83,1500,71.2,70.22,-2.24,-0.00976,1,-0.22,2.74,1,0,0.16,111115,15,3470.75,NA,NA,NA,NA,1.42,1.68439649131371,18.1704671008361,0.00750115951668049,302.618,308,240,-0.291930560459602,29.468,4.13198120223149,58.8433665940115,30.5898665940115,32.159,4.81822528053092,0.234538372973714,1.98396077,2.83426451053092,2.84,0.255651055889637,0.148347583628977,250.164619875642,17.5665596076676,0.643419183563786,50.1364244928562,380.167630075307,0.0239631895288935,7.5011595166805,2.14802043223149,"Pfeiler","2015-06-29",NA,NA,"Ligusticum porteri",NA,NA,NA,NA,"1899-12-31 12:15:00",NA,NA,NA,NA,NA,310,"RMBL_2015",2.967412973
"pbvaoc2",NA,"Coolers:","Tblock","C",32,FALSE,NA,"14:04:22",85.5,NA,NA,0,6,1,30.226,27.277,32.07,399.057,380.274,16.5094,22.4968,26.172,35.663,499.84,1499.4,20,68.42,-2.65,0.109,1,-0.22,2.74,1,0,0.16,111115,15,2464.25,NA,NA,NA,NA,1.42,0.833066666666667,13.7070723888556,0.00510269640388754,300.427,303.376,239.904,0.588661342527792,27.277,3.63783605255919,53.1691910634198,30.6723910634198,28.7515,3.96431226164951,0.160070414040558,1.539231056,2.42508120564951,2.84,0.169631419775923,0.100861210147727,228.962405346165,15.6656077737846,0.602098404652705,43.423296775211,373.758314181354,0.0159251562350621,5.10269640388754,2.09860499655919,"Painter Boy","2015-07-01",NA,NA,"Valeriana occidentalis","Not yet flowering.",NA,NA,NA,"1899-12-31 12:15:00",NA,NA,NA,NA,NA,295,"RMBL_2015",6
"pbcup2",NA,"Coolers:","Tblock","C",34,FALSE,NA,"11:46:59",100.5,NA,NA,0,6,1,32.205,27.954,34.03,399.869,381.076,16.6511,24.5919,23.595,34.845,499.84,1501,147.1,68.45,-2.11,-0.00159,1,-0.22,2.74,1,0,0.16,111115,15,1447.25,NA,NA,NA,NA,1.42,0.833066666666667,13.0713623477493,0.00678199798347939,301.104,305.355,240.16,-0.0926156745366075,27.954,3.78467587072009,55.2911011062103,30.6992011062103,30.0795,4.27994404481377,0.212094191233414,1.683315555,2.59662848981377,2.84,0.22921200718327,0.133997386973613,267.122906755884,18.2845629674403,0.700970149703077,46.4862362130625,374.862500292443,0.0162096479322422,6.78199798347939,2.10136031572009,"Painter Boy","2015-07-01",NA,NA,"Veratrum californicum",NA,NA,NA,NA,"1899-12-31 10:05:00",NA,NA,NA,NA,NA,292,"RMBL_2015",6
"rcup1",NA,"Coolers:","Tblock","C",34,FALSE,NA,"10:50:09",100.5,NA,NA,0,6,1,32.11,27.683,34.03,400.219,383.048,18.8028,24.0995,28.711,36.798,499.9,1500,18,73.35,-3.2,0.0423,1,-0.22,2.74,1,0,0.16,111115,15,4030.3,NA,NA,NA,NA,1.42,0.833166666666666,12.5741573683403,0.00452201213520608,300.833,305.26,240,1.10569718009556,27.683,3.72527389888021,50.7876468831658,26.6881468831658,29.8965,4.23518713930523,0.163094684297463,1.767698325,2.46748881430523,2.84,0.17303151595127,0.102782674911822,246.85455455202,18.1067815763907,0.644447989990335,48.5424884724868,377.070847729838,0.0161874690046104,4.52201213520608,1.95757557388021,"Road","2015-06-25",NA,NA,"Veratrum californicum","not yet flowering. Entire chamber area filled. *Leaf not homeothermic*",NA,NA,NA,"1899-12-31 08:35:00",NA,NA,NA,NA,NA,315,"RMBL_2015",6
"rpoga3",NA,"Coolers:","Tblock","C",26,FALSE,NA,"16:05:56",70.5,NA,NA,0,6,1,26.107,26.219,26,399.74,385.878,12.3862,16.8374,26.718,36.318,499.81,1500,11,73.25,0.574,0.249,1,-0.22,2.74,1,0,0.16,111115,15,1693.75,NA,NA,NA,NA,1.42,1.47404945895866,17.8580544268197,0.00667365586697617,299.369,299.257,240,-0.657630651371358,26.219,3.41823379109234,46.6653077282231,29.8279077282231,26.163,3.40694156447154,0.216634704319119,1.23333955,2.17360201447154,2.84,0.234524170577465,0.136897805699824,240.170175180662,17.5924653319835,0.622399281085822,39.0207412613662,377.389136099927,0.0184646005854674,6.67365586697617,2.18489424109234,"Road","2015-06-26",NA,NA,"Potentilla gracilis",NA,NA,NA,NA,"1899-12-31 02:33:00",NA,NA,NA,NA,NA,321,"RMBL_2015",3.390727475
"as2",NA,"Coolers:","Tblock","C",27,FALSE,NA,"00:14:24",25.5,21060206,1,0,6,1,27.85,29.394,27.038,399.492,396.84,17.7806,18.861,36.014,38.203,499.97,1500,1956.3,76.21,2.56,0.45,0.7,-0.22,2.74,1,0,0.16,111115,15,NA,NA,NA,NA,NA,1.42,11.5196902997033,25.5162561639535,0.0126851250459308,302.544,301,240,-3.97660358432287,29.394,4.1143818610462,53.9874276478966,35.1264276478966,28.622,3.93463837368825,0.347973830153799,1.43739681,2.49724156368825,2.84,0.396563553515397,0.221382913035953,262.684028465178,20.0191498093312,0.661939354831765,40.7498158356286,384.710793724881,0.0270279401093137,12.6851250459308,2.6769850510462,"Almont","2015-06-17",NA,NA,"Artemisia tridentata",NA,NA,NA,NA,"1899-12-31 12:45:00",NA,NA,NA,NA,NA,164,"RMBL_2015",0.434013404
